file,line,source,interpretation
cpp/ecsp_cpp_solver.cpp,660,"static void compute_current(const State&s,const Transport&t,const Grid&g,const Config&c,double h,Electrical&e){std::vector<double>px,py,cpx,cpy,cmx,cmy;masked_gradient(s.phi,g,h,px,py);masked_gradient(s.cp,g,h,cpx,cpy);masked_gradient(s.cm,g,h,cmx,cmy);for(size_t i=0;i<g.N;i++){if(!g.prop[i])continue;e.Ex[i]=-px[i];e.Ey[i]=-py[i];e.Jdx[i]=c.diffusion_potential?-c.F*(c.zplus*t.Dp[i]*cpx[i]+c.zminus*t.Dm[i]*cmx[i]):0;e.Jdy[i]=c.diffusion_potential?-c.F*(c.zplus*t.Dp[i]*cpy[i]+c.zminus*t.Dm[i]*cmy[i]):0;e.Jox[i]=t.sig[i]*e.Ex[i];e.Joy[i]=t.sig[i]*e.Ey[i];e.Jx[i]=e.Jox[i]+e.Jdx[i];e.Jy[i]=e.Joy[i]+e.Jdy[i];e.Jmag[i]=std::hypot(e.Jx[i],e.Jy[i]);e.qj[i]=std::max(e.Jox[i]*e.Ex[i]+e.Joy[i]*e.Ey[i],0.0);double Em=std::hypot(e.Ex[i],e.Ey[i]),ii=t.sigi[i]*Em,ie=t.sige[i]*Em;e.ionicFrac[i]=ii/std::max(ii+ie,c.current_density_floor);}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,662,"static double lap_at(const std::vector<double>&f,int n,int r,int c,double h){auto at=[&](int rr,int cc){rr=std::max(0,std::min(n-1,rr));cc=std::max(0,std::min(n-1,cc));return f[size_t(rr)*n+cc];};return (at(r,c+1)+at(r,c-1)+at(r+1,c)+at(r-1,c)-4*at(r,c))/(h*h);}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,663,"static void flux_div_charged(const std::vector<double>&conc,const std::vector<double>&D,const State&s,const Grid&g,const Config&c,double h,double z,std::vector<double>&div){int n=g.n;std::vector<double>fx(size_t(n)*(n+1),0),fy(size_t(n+1)*n,0);for(int r=0;r<n;r++)for(int col=0;col<n-1;col++){size_t a=g.id(r,col),b=g.id(r,col+1);if(g.prop[a]&&g.prop[b]){double df=harmonic(D[a],D[b]),cf=.5*(conc[a]+conc[b]),Tf=std::max(.5*(s.T[a]+s.T[b]),1.0);fx[size_t(r)*(n+1)+col+1]=-df*(conc[b]-conc[a])/h-z*df*c.F/(c.R*Tf)*cf*(s.phi[b]-s.phi[a])/h;}}for(int r=0;r<n-1;r++)for(int col=0;col<n;col++){size_t a=g.id(r,col),b=g.id(r+1,col);if(g.prop[a]&&g.prop[b]){double df=harmonic(D[a],D[b]),cf=.5*(conc[a]+conc[b]),Tf=std::max(.5*(s.T[a]+s.T[b]),1.0);fy[size_t(r+1)*n+col]=-df*(conc[b]-conc[a])/h-z*df*c.F/(c.R*Tf)*cf*(s.phi[b]-s.phi[a])/h;}}div.assign(g.N,0);for(int r=0;r<n;r++)for(int col=0;col<n;col++){size_t i=g.id(r,col);if(g.prop[i])div[i]=(fx[size_t(r)*(n+1)+col+1]-fx[size_t(r)*(n+1)+col])/h+(fy[size_t(r+1)*n+col]-fy[size_t(r)*n+col])/h;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,664,"static void flux_div_neutral(const std::vector<double>&conc,const std::vector<double>&D,const Grid&g,double h,std::vector<double>&div){int n=g.n;std::vector<double>fx(size_t(n)*(n+1),0),fy(size_t(n+1)*n,0);for(int r=0;r<n;r++)for(int col=0;col<n-1;col++){size_t a=g.id(r,col),b=g.id(r,col+1);if(g.prop[a]&&g.prop[b])fx[size_t(r)*(n+1)+col+1]=-harmonic(D[a],D[b])*(conc[b]-conc[a])/h;}for(int r=0;r<n-1;r++)for(int col=0;col<n;col++){size_t a=g.id(r,col),b=g.id(r+1,col);if(g.prop[a]&&g.prop[b])fy[size_t(r+1)*n+col]=-harmonic(D[a],D[b])*(conc[b]-conc[a])/h;}div.assign(g.N,0);for(int r=0;r<n;r++)for(int col=0;col<n;col++){size_t i=g.id(r,col);if(g.prop[i])div[i]=(fx[size_t(r)*(n+1)+col+1]-fx[size_t(r)*(n+1)+col])/h+(fy[size_t(r+1)*n+col]-fy[size_t(r)*n+col])/h;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,665,"static bool limited_update(double&field,double rate,double dt,double ref,const Config&c){double raw=dt*rate,lim=c.max_relative_concentration_change*std::max(field,ref*c.concentration_min_fraction),ld=clampd(raw,-lim,lim);double rawu=field+ld,lo=ref*c.concentration_min_fraction,hi=ref*c.concentration_max_multiple,up=clampd(rawu,lo,hi);bool l=std::abs(ld-raw)>1e-12+1e-7*std::max({std::abs(raw),std::abs(ld),std::abs(field),lo})||std::abs(up-rawu)>1e-12+1e-7*std::max({std::abs(up),std::abs(rawu),lo});field=up;return l;}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,666,"static double update_species(State&s,Transport&t,const Reaction&r,const std::vector<double>&chem,const Grid&g,const Config&c,double h,double dt){int subs=std::max(1,c.species_substeps);double limiter=0;size_t propcnt=std::count(g.prop.begin(),g.prop.end(),uint8_t(1));for(int sub=0;sub<subs;sub++){if(sub>0)transport_fields(s,g,c,t);std::vector<double>dc,dm,dw;if(c.full_np){flux_div_charged(s.cp,t.Dp,s,g,c,h,c.zplus,dc);flux_div_charged(s.cm,t.Dm,s,g,c,h,c.zminus,dm);flux_div_neutral(s.water,t.Dw,g,h,dw);}else{dc.assign(g.N,0);dm.assign(g.N,0);dw.assign(g.N,0);}size_t limcount=0;for(size_t i=0;i<g.N;i++)if(g.prop[i]){double cs=chem[i]*c.lp0*c.oxidizer_consume;double rc=-dc[i]-r.saltSink[i]-cs,rm=-dm[i]-r.saltSink[i]-cs,rw=-dw[i]-r.waterSink[i];bool a=limited_update(s.cp[i],rc,dt/subs,c.cation0,c),b=limited_update(s.cm[i],rm,dt/subs,c.anion0,c),d=limited_update(s.water[i],rw,dt/subs,c.water0,c);double neutral=.5*(s.cp[i]+s.cm[i]);s.cp[i]=(1-c.electroneutral_relax)*s.cp[i]+c.electroneutral_relax*neutral;s.cm[i]=(1-c.electroneutral_relax)*s.cm[i]+c.electroneutral_relax*neutral;if(a||b||d)limcount++;}limiter+=double(limcount)/std::max<size_t>(propcnt,1);}return limiter/subs;}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,667,"static void update_blocking(State&s,const Reaction&r,const Grid&g,const Config&c,double dt){for(size_t i=0;i<g.N;i++){bool zone=r.anodeZone[i]||r.cathodeZone[i];if(!zone||!g.prop[i]){s.pass[i]=s.coverage[i]=0;continue;}double jt=r.jwa[i]+r.jla[i]+r.jwc[i]+r.jlc[i];if(c.passivation_enabled){double gate=sigmoid((s.T[i]-c.pass_T0)/std::max(c.pass_Tw,1e-12));double form=c.pass_form*std::pow(std::max(jt/c.pass_jref,0.0),c.pass_jexp)*gate*(1-s.pass[i]);s.pass[i]=clampd(s.pass[i]+dt*(form-c.pass_remove*s.pass[i]),0,1);}if(c.gas_coverage_enabled){double source=std::max(r.gasSource[i]/c.gas_source_ref,0.0);double form=c.gas_cov_form*source*(1-s.coverage[i]);s.coverage[i]=clampd(s.coverage[i]+dt*(form-c.gas_cov_detach*s.coverage[i]),0,1);}}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,669,"static double percentile99(std::vector<double> v){if(v.empty())return 0;std::sort(v.begin(),v.end());double pos=.99*(v.size()-1),lo=std::floor(pos),hi=std::ceil(pos),w=pos-lo;return v[size_t(lo)]*(1-w)+v[size_t(hi)]*w;}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,672,double undecomp=1.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,673,double energy_at_eval=0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,675,"double congestion=0.0,peakT=0.0,peakI=0.0,finalR=0.0,solver_res=0.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,679,"double wall=0.0,max_species_limiter=0.0,max_temp_cap=0.0,max_gas_cap=0.0,max_chem_cap=0.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,680,double simulated_time=0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,691,"double h=c.domain/std::max(g.n-1,1),alphaT=c.k/(c.density*c.cp);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,705,double meanJ=0.0; size_t pcnt=0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,708,"double congestion=percentile99(Jvals)/std::max(meanJ,c.current_density_floor);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,710,"double energy=0.0,prev_power=0.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,712,"double eval_undecomp=1.0,eval_energy=0.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,716,double time=(step+1)*c.dt;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,735,"double ox=std::min(s.cp[i],s.cm[i])/std::max(c.lp0,1e-12);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,736,double gate=sigmoid((s.T[i]-c.chem_activation_T)/20.0);,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,737,"double rate=c.chem_A*std::exp(-c.chem_Ea/(c.R*std::max(s.T[i],1.0)))",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,747,"double maxT=0.0,sumAlpha=0.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,751,double leq=1/(1+std::exp(-(s.T[i]-c.effective_softening_T)/c.transition_width));,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,753,"double chemgas=c.density*c.gas_yield_mass*chem[i]/std::max(c.gas_molar_mass,1e-30);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,756,"double convfac=clampd(1-c.gas_thermal_insulation*s.coverage[i],0.05,1);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,782,"double undecomp=1-sumAlpha/std::max<size_t>(pcnt,1);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,811,"const double invN=1.0/std::max<size_t>(g.N,1);",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,812,"const double anode_fraction=std::count(g.anode.begin(),g.anode.end(),uint8_t(1))*invN;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,813,"const double cathode_fraction=std::count(g.cathode.begin(),g.cathode.end(),uint8_t(1))*invN;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver.cpp,879,"transport_fields(s,g,c,t); double h=c.domain/std::max(g.n-1,1); int gi=0; double go=0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,22,double domain = 0.020;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,23,double layer = 0.001;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,24,double voltage = 260.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,25,double cathode_voltage = 0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,26,double dt = 2.5e-4;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,27,double end_time = 2.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,28,double eval_time = 2.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,29,double electrical_interval = 2.5e-3;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,30,double ignition_T = 622.15;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,31,double ignition_progress_guard = 0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,32,double ignition_rate_guard = 0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,36,double density = 1261.36;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,37,double cation0 = 3000.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,38,double anion0 = 3000.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,39,double water0 = 30000.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,40,double lp0 = 3000.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,41,double glycerol_pva_ratio = 0.5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,42,double boric_pva_ratio = 0.1;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,43,double effective_softening_T = 355.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,46,double R = 8.314462618;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,47,double F = 96485.33212;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,48,double zplus = 1.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,49,double zminus = -1.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,50,"double Dp_dry = 5e-15, Dm_dry = 3e-15;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,51,"double Dp_wet = 2e-13, Dm_wet = 1.5e-13;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,52,double Dw0 = 2e-10;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,53,"double Ea_Dp = 22000.0, Ea_Dm = 25000.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,54,double Tref = 298.15;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,55,double liquid_D_gain = 120.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,56,double water_activity_exp = 1.2;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,57,double glycerol_gain = 1.5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,58,double crosslink_penalty = 0.8;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,59,double concentration_min_fraction = 1e-6;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,60,double concentration_max_multiple = 2.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,61,double electroneutral_relax = 1.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,62,double max_relative_concentration_change = 0.05;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,66,double sigma_e0 = 0.001;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,67,double sigma_e_temp_coeff = 0.006;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,68,double sigma_e_liquid_suppression = 0.98;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,69,"double sigma_min = 1e-4, sigma_max = 0.5;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,73,double transition_width = 15.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,74,double phase_relax_time = 0.08;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,75,double latent_heat = 0.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,76,double fast_ion_liquid_threshold = 0.1;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,82,double diffusion_layer = 3e-5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,83,double reaction_layer_min = 3e-5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,84,double contact_normal_length = 3e-5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,85,double initial_contact_drop = 5.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,89,double activation_heat_fraction = 1.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,90,double exp_limit = 45.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,91,double liquid_kinetics_gain = 40.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,92,double min_active_area = 0.02;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,95,"double Eeq=0, j0=1, alpha=0.5, reverse=1, n=1, km=1e-5;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,96,"double dH=0, water_stoich=0, salt_stoich=0, gas_yield=0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,97,"double ref_activity=1, nernst_exp=-1;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,101,double activity_floor = 1e-6;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,102,"double activity_A = 0.2, activity_B = 1.0, activity_linear = 0.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,103,double max_log10_gamma = 0.5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,104,double max_nernst_shift = 0.25;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,108,"double pass_form = 0.02, pass_remove=0.005, pass_jref=1000.0, pass_jexp=1.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,109,"double pass_T0=360.0, pass_Tw=25.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,111,"double gas_cov_form=0.2, gas_cov_detach=1.0, gas_source_ref=100.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,112,double gas_thermal_insulation=0.5;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,116,"double robin_phi_tol=0.01, robin_current_tol=0.005, robin_balance_tol=0.005;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,117,double robin_relax=0.35;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,118,double robin_balance_abs=1e-12;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,119,"double gauge_margin=25.0, gauge_max_step=65.0, gauge_deriv_floor=1e-14;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,121,double gauge_relax=1.0;,C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,123,"double local_abs_tol=0.01, local_rel_tol=1e-4;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,127,"double chem_A=5e9, chem_Ea=110000.0, chem_order=1.0, oxidizer_order=0.5;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,128,"double oxidizer_consume=0.25, chem_max_rate=50.0, chem_heat=200000.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,129,"double gas_molar_mass=0.03, gas_yield_mass=0.35, chem_activation_T=430.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,132,"double cp=2200.0, k=0.4, T0=298.15, Tamb=298.15, hconv=12.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,133,"double emissivity=0.85, sigma_sb=5.670374419e-8, Tmin=250.0, Tmax=2500.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,134,"double gas_D=3e-6, gas_loss=1.0, gas_max=5000.0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,138,"double pcg_rtol_static=1e-10, pcg_rtol_coupled=1e-9, pcg_atol=1e-12;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,139,"double current_floor=1e-15, current_density_floor=1e-12;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,174,"auto legacy_rtol=m.find(""pcg_rtol"");if(legacy_rtol!=m.end()){std::istringstream ss(legacy_rtol->second);double v=0;ss>>v;if(v>0){c.pcg_rtol_static=v;c.pcg_rtol_coupled=v;}}",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,263,"struct Transport {std::vector<double> Dp,Dm,Dw,sigi,sige,sig,waterAct,fast; explicit Transport(size_t N=0):Dp(N),Dm(N),Dw(N),sigi(N),sige(N),sig(N),waterAct(N),fast(N){}};",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,264,"struct Electrical {std::vector<double> Ex,Ey,Jx,Jy,Jmag,Jox,Joy,Jdx,Jdy,qj,ionicFrac; explicit Electrical(size_t N=0):Ex(N),Ey(N),Jx(N),Jy(N),Jmag(N),Jox(N),Joy(N),Jdx(N),Jdy(N),qj(N),ionicFrac(N){}};",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
cpp/ecsp_cpp_solver_hybrid.cpp,268,"double rawA=0,rawC=0,totalI=0,mismatch=0,waterFrac=0,lpFrac=0,utilization=0,maxNernstShift=0;",C++ 선언/조회 정규식 인덱스; 모든 C++ 표현식의 의미 분석은 아님
